Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"The Bible in the Latin West (The Medieval Book, Vol 1)","In Masters of the Sacred Page, Lesley Smith has crafted a ""history of a world turned upside down."" Her illuminating study of theology and scholarship in the Middle Ages focuses on the dramatic intellectual transformations of the twelfth and thirteenth centuries, using a collection of manuscripts as a measurement of these changes and developments.",['Lesley Janette Smith'],http://books.google.com/books/content?id=1ZPYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=1ZPYAAAAMAAJ&q=The+Bible+in+the+Latin+West+(The+Medieval+Book,+Vol+1)&dq=The+Bible+in+the+Latin+West+(The+Medieval+Book,+Vol+1)&hl=&cd=1&source=gbs_api",,2001,"http://books.google.com/books?id=1ZPYAAAAMAAJ&dq=The+Bible+in+the+Latin+West+(The+Medieval+Book,+Vol+1)&hl=&source=gbs_api",['Religion'],
"Life of the Mind, The: A Christian Perspective (RenewedMinds)","What purpose do purely intellectual pursuits have in the lives of Christians? Why should Christians study subjects that have little bearing on their future careers and ministry? In a style reminiscent of the work of Arthur Holmes and Harry Blamires, veteran professor of philosophy Clifford Williams addresses these issues and more in this succinct and accessible examination of the life of the mind. Christians cultivating the life of the mind actively pursue situations and discussions that require experimentation, reflection, and perseverance. They are interested in the acquisition of knowledge that is both unrelated and directly related to their faith. Williams answers common Christian objections to such activities, describes the virtues of the person who engages in the life of the mind, and asserts that the life of the mind is justifiably a Christian calling. The Life of the Mind is directed toward college students contemplating the importance of college and intellectual activity in general, but it will be enjoyed by all committed to developing a Christian mind.",['Clifford Williams'],http://books.google.com/books/content?id=lJrbHaaQR5EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=lJrbHaaQR5EC&printsec=frontcover&dq=Life+of+the+Mind,+The:+A+Christian+Perspective+(RenewedMinds)&hl=&cd=1&source=gbs_api",Baker Academic,2002-03-01,https://play.google.com/store/books/details?id=lJrbHaaQR5EC&source=gbs_api,['Religion'],
Twelve Strong Women of God: Biblical Models for Today,"Written for everyone who would have a more complete view of biblical history, as well as inspiration for their own lives of faith, this title presents stories of women larger than life, yet who were vulnerable and in need of God's loving aid.",['Marci Alborghetti'],http://books.google.com/books/content?id=6zu45KyJxWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=6zu45KyJxWsC&printsec=frontcover&dq=Twelve+Strong+Women+of+God:+Biblical+Models+for+Today&hl=&cd=1&source=gbs_api,Twenty-Third Publications,2004,http://books.google.com/books?id=6zu45KyJxWsC&dq=Twelve+Strong+Women+of+God:+Biblical+Models+for+Today&hl=&source=gbs_api,['Religion'],
"Word Biblical Commentary Vol. 50, 2 Peter, Jude (bauckham), 377pp","In this passage-by-passage commentary, Robert Harvey and Philip H. Towner read 2 Peter and Jude keeping in mind the profound experience of forgiveness in Simon Peter's past. Now in paper.","['Robert Harvey', 'Philip H. Towner']",http://books.google.com/books/content?id=fsAxhpJqMG0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=fsAxhpJqMG0C&printsec=frontcover&dq=Word+Biblical+Commentary+Vol.+50,+2+Peter,+Jude+(bauckham),+377pp&hl=&cd=1&source=gbs_api",InterVarsity Press,2011-11-05,"http://books.google.com/books?id=fsAxhpJqMG0C&dq=Word+Biblical+Commentary+Vol.+50,+2+Peter,+Jude+(bauckham),+377pp&hl=&source=gbs_api",['Religion'],
The First Darwinian Left: Socialism and Darwinism 1859-1914,"Cultural Writing. Political Science. Cutting through the myths, misunderstandings, and neglect that have obscured the influence of Darwinism on radical thought, this detailed account examines the paradoxical challenges that Darwinism posed for late 19th- and early 20th- century socialism. This study shows that Darwin provided British socialists from Alfred Russel Wallace to Emile Vandervelde with a new language of political expression, and that socialist thought developed through interaction with the most advanced biological theories of the day.",['David Stack'],http://books.google.com/books/content?id=sPUEAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=sPUEAQAAIAAJ&q=The+First+Darwinian+Left:+Socialism+and+Darwinism+1859-1914&dq=The+First+Darwinian+Left:+Socialism+and+Darwinism+1859-1914&hl=&cd=1&source=gbs_api,New Clarion Press,2003,http://books.google.com/books?id=sPUEAQAAIAAJ&dq=The+First+Darwinian+Left:+Socialism+and+Darwinism+1859-1914&hl=&source=gbs_api,['History'],
Churchill on Courage: Timeless Wisdom for Preserving,"This unique resource will be an enormous aid and impetus to Churchill studies. It lists over 600 works, with annotations, and includes sections listing an additional 5,900 entries covering book reviews, significant articles, and chapters from books. Separate author and title indexes will allow the user to locate specific entries. The book's aim is to direct students, researchers, and bibliophiles to the entire corpus of works about Churchill.","['Curt Zoller', 'Richard M. Langworth']",http://books.google.com/books/content?id=FbXACQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=FbXACQAAQBAJ&pg=PA1886&dq=Churchill+on+Courage:+Timeless+Wisdom+for+Preserving&hl=&cd=1&source=gbs_api,Routledge,2015-06-01,https://play.google.com/store/books/details?id=FbXACQAAQBAJ&source=gbs_api,['History'],1.0
"La Salle and the discovery of the great West (France and England in North America, part 3)","""First published in 1869, La Salle and the Discovery of the Great West is the vivid, richly detailed story of that final grim expedition, told by America's foremost historian.""--BOOK JACKET.",['Francis Parkman'],http://books.google.com/books/content?id=sS96AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=sS96AAAAMAAJ&q=La+Salle+and+the+discovery+of+the+great+West+(France+and+England+in+North+America,+part+3)&dq=La+Salle+and+the+discovery+of+the+great+West+(France+and+England+in+North+America,+part+3)&hl=&cd=1&source=gbs_api","Random House Digital, Inc.",1999,"http://books.google.com/books?id=sS96AAAAMAAJ&dq=La+Salle+and+the+discovery+of+the+great+West+(France+and+England+in+North+America,+part+3)&hl=&source=gbs_api",['History'],
Antisemitism and Modernity: Innovation and Continuity (Routledge Jewish Studies Series),"The subject of anti-Semitism, not long ago thought to be a dead issue, has been revised due to the conflict between Israel and the Palestinians. Maccoby traces the now topical discussion of the origins of Anti-Semitism, and especially its development in the modern world. The key questions that are addressed include: How is it that this medieval prejudice proved so lasting and potent? Are the roots of anti-Semitism religious? If so, how do these roots differ in Christianity and Islam? By what means did it bridge the gap between medievalism and Enlightenment? How was it that many of the most respected Enlightenment figures (such as Voltaire) dedicated as they were to tolerance and pluralism, retained a virulent anti-Semitism? These questions, and many more, are dealt with as Maccoby explores the roots of the anti-Semitism, tracing it from its origins, and shows how it has changed in accordance with the shifting ideas of the modern world but without changing in its essence. Antisemitism and Modernity is essential reading for those with interests in the development of anti-Semitism, its manifestation in the current world and its future.",['Hyam Maccoby'],http://books.google.com/books/content?id=ub6EbnopW7cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ub6EbnopW7cC&printsec=frontcover&dq=Antisemitism+and+Modernity:+Innovation+and+Continuity+(Routledge+Jewish+Studies+Series)&hl=&cd=1&source=gbs_api,Routledge,2006-02-14,http://books.google.com/books?id=ub6EbnopW7cC&dq=Antisemitism+and+Modernity:+Innovation+and+Continuity+(Routledge+Jewish+Studies+Series)&hl=&source=gbs_api,['History'],
The Petersburg Campaign: June 1864-april 1865 (Great Campaigns),"This title covers the series of battles leading up to the inevitable siege of Petersburg, including Drewry''s Bluff, Globe Tavern and Fort Harrison, and the siege itself, with its incessant trench warfare and and fighting along the James River.'",['John Horn'],http://books.google.com/books/content?id=5RNLmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=5RNLmQEACAAJ&dq=The+Petersburg+Campaign:+June+1864-april+1865+(Great+Campaigns)&hl=&cd=1&source=gbs_api,Da Capo Press,1999-03-12,http://books.google.com/books?id=5RNLmQEACAAJ&dq=The+Petersburg+Campaign:+June+1864-april+1865+(Great+Campaigns)&hl=&source=gbs_api,['History'],
"Reporting Civil Rights, Part One: American Journalism 1941-1963 (Library of America)","Compiles over 200 newspaper and magazine reports and book excerpts on the struggle to end segregation in the United States, featuring over 150 writers discussing the civil rights movement from 1941 to 1973.","['Clayborne Carson', 'David J. Garrow', 'Bill Kovach']",http://books.google.com/books/content?id=LaErAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=LaErAQAAIAAJ&q=Reporting+Civil+Rights,+Part+One:+American+Journalism+1941-1963+(Library+of+America)&dq=Reporting+Civil+Rights,+Part+One:+American+Journalism+1941-1963+(Library+of+America)&hl=&cd=1&source=gbs_api",Library of America Classic Jou,2003-01-06,"http://books.google.nl/books?id=LaErAQAAIAAJ&dq=Reporting+Civil+Rights,+Part+One:+American+Journalism+1941-1963+(Library+of+America)&hl=&source=gbs_api",['History'],
As Seen on TV: The Visual Culture of Everyday Life in the 1950s,"From the painting-by-numbers fad to the public fascination with the First Lady's apparel to the television sensation of Elvis Presley to the sculptural refinement of the automobile, Marling explores what Americans saw and what they looked for in the 1950s with a gaze newly trained by TV.",['Karal Ann Marling'],http://books.google.com/books/content?id=kvADAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=kvADAwAAQBAJ&printsec=frontcover&dq=As+Seen+on+TV:+The+Visual+Culture+of+Everyday+Life+in+the+1950s&hl=&cd=1&source=gbs_api,Harvard University Press,1996-03-01,https://play.google.com/store/books/details?id=kvADAwAAQBAJ&source=gbs_api,['History'],
Feud in the Icelandic Saga,"Byock sees the crucial element in the origin of the Icelandic sagas not as the introduction of writing or the impact of literary borrowings from the continent but the subject of the tales themselves - feud. This simple thesis is developed into a thorough examination of Icelandic society and feud, and of the narrative technique of recounting it.",['Jesse L. Byock'],http://books.google.com/books/content?id=i7YwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=i7YwDwAAQBAJ&printsec=frontcover&dq=Feud+in+the+Icelandic+Saga&hl=&cd=1&source=gbs_api,Univ of California Press,1993-03-09,http://books.google.com/books?id=i7YwDwAAQBAJ&dq=Feud+in+the+Icelandic+Saga&hl=&source=gbs_api,['History'],
The White Man's Burden: Historical Origins of Racism in the United States-,An abridgement of the prize-winning White Over Black,['Winthrop D. Jordan'],http://books.google.com/books/content?id=aE0vQlt-tC4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=aE0vQlt-tC4C&printsec=frontcover&dq=The+White+Man%27s+Burden:+Historical+Origins+of+Racism+in+the+United+States-&hl=&cd=1&source=gbs_api,Galaxy Books,1974,http://books.google.com/books?id=aE0vQlt-tC4C&dq=The+White+Man%27s+Burden:+Historical+Origins+of+Racism+in+the+United+States-&hl=&source=gbs_api,['History'],1.0
War Fever,"A ""marvelous"" (Sports Illustrated) portrait of the three men whose lives were forever changed by WWI-era Boston and the Spanish flu: baseball star Babe Ruth, symphony conductor Karl Muck, and Harvard law student Charles Whittlesey. In the fall of 1918, a fever gripped Boston. The streets emptied as paranoia about the deadly Spanish flu spread. Newspapermen and vigilante investigators aggressively sought to discredit anyone who looked or sounded German. And as the war raged on, the enemy seemed to be lurking everywhere: prowling in submarines off the coast of Cape Cod, arriving on passenger ships in the harbor, or disguised as the radicals lecturing workers about the injustice of a sixty-hour workweek. War Fever explores this delirious moment in American history through the stories of three men: Karl Muck, the German conductor of the Boston Symphony Orchestra, accused of being an enemy spy; Charles Whittlesey, a Harvard law graduate who became an unlikely hero in Europe; and the most famous baseball player of all time, Babe Ruth, poised to revolutionize the game he loved. Together, they offer a gripping narrative of America at war and American culture in upheaval.","['Randy Roberts', 'Johnny Smith']",http://books.google.com/books/content?id=IIuhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=IIuhDwAAQBAJ&printsec=frontcover&dq=War+Fever&hl=&cd=1&source=gbs_api,Hachette UK,2020-03-24,https://play.google.com/store/books/details?id=IIuhDwAAQBAJ&source=gbs_api,['History'],1.0
Haunted Scotland,"Drawing on archive materials and interviews, Roddy Martine takes us on a tour of haunted Scotland, from Highlands to Lowlands in an attempt to unravel the mysteries of the past.",['Roddy Martine'],http://books.google.com/books/content?id=VL28BQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VL28BQAAQBAJ&dq=Haunted+Scotland&hl=&cd=1&source=gbs_api,Birlinn,2012-08-10,http://books.google.com/books?id=VL28BQAAQBAJ&dq=Haunted+Scotland&hl=&source=gbs_api,['History'],
The Arabs,"Named Best Book of the Year by the Financial Times, the Economist and the Atlantic In this definitive history of the modern Arab world, award-winning historian Eugene Rogan draws extensively on five centuries of Arab sources to place the Arab experience in its crucial historical context. In this updated and expanded edition, Rogan untangles the latest geopolitical developments of the region to offer a groundbreaking and comprehensive account of the Middle East. The Arabs is essential reading for anyone seeking to understand the modern Arab world. ""Deeply erudite and distinctly humane.""-Atlantic ""An outstanding, gripping and exuberant narrative . . . that explains much of what we need to know about the world today.""-Simon Sebag Montefiore, Financial Times",['Eugene Rogan'],http://books.google.com/books/content?id=EX-4AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=EX-4AQAACAAJ&dq=The+Arabs&hl=&cd=1&source=gbs_api,Basic Books,2017-11-07,http://books.google.com/books?id=EX-4AQAACAAJ&dq=The+Arabs&hl=&source=gbs_api,['History'],3.0
Chicago People,"""In this photodocumentary, Richard Younker reveals the ""second city"" - the shadowy sister of the glittering, guidebook Chicago - through the stories and black-and-white images of its inhabitants. Many of the men and women depicted on these pages live on the edge, or close to it. Some survive by wit and cunning, some by violence, some by grinding, backbreaking work. But they are all survivors, and their stories, gritty and luminous, pulsate with the energy of that survival.""--BOOK JACKET.",['Richard Younker'],http://books.google.com/books/content?id=cXLP7V_uDsYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=cXLP7V_uDsYC&pg=PP10&dq=Chicago+People&hl=&cd=1&source=gbs_api,University of Illinois Press,2001,http://books.google.nl/books?id=cXLP7V_uDsYC&dq=Chicago+People&hl=&source=gbs_api,['History'],
"Sea Search: Lost Ships, Pirate Treasure, Sea Disasters, Salvage, Marine Mysteries","David L. Mearns has discovered some of the world’s most fascinating and elusive shipwrecks. From the mighty battleship HMS Hood (sunk in a pyrrhic duel with the Bismarck) to solving the mystery of HMAS Sydney, to the crumbling wooden skeletons of Vasco da Gama’s sixteenth century fleet, Mearns has searched for and found dozens of sunken vessels in every ocean of the world.The Shipwreck Hunter chronicles his most intriguing finds. It describes the extraordinary techniques used, the detailed research and mid-ocean stamina (and courage) required to find a wreck thousands of feet beneath the sea, as well as the moving human stories that lie behind each of these oceanic tragedies. Combining the adventuring derring-do of Indiana Jones with the precision of a scientist, The Shipwreck Hunter opens an illuminating porthole into the shadowy depths of the ocean.",['David L Mearns'],http://books.google.com/books/content?id=5O8_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=5O8_DwAAQBAJ&printsec=frontcover&dq=Sea+Search:+Lost+Ships,+Pirate+Treasure,+Sea+Disasters,+Salvage,+Marine+Mysteries&hl=&cd=1&source=gbs_api",Simon and Schuster,2018-06-05,https://play.google.com/store/books/details?id=5O8_DwAAQBAJ&source=gbs_api,['History'],2.0
"War Machines: Transforming Technologies in the U.S. Military, 1920-1940 (Williams-Ford Texas A&M; University Military History Series)","The American military establishment is intimately tied to its technology, although the nature of those ties has varied enormously from service to service. The air force evokes images of pilots operating hightech weapons systems, striking precisely from out of the blue to lay waste to enemy installations. The fundamental icon for the Marine Corps is a wave of riflemen hitting the beaches from rugged landing craft and slogging their way ashore under enemy fire. How did these very different relationships with technology develop? During the interwar years, from 1920 to 1940, leaders from the Army Air Corps and the Marine Corps recreated their agencies based on visions of new military technologies. In War Machines, Timothy Moy examines these recreations and explores how factors such as bureaucratic pressure, institutional culture, and America's technological enthusiasm shaped these leaders' choices. The very existence of the Army Air Corps was based on a new technology, the airplane. As the Air Corps was forced to compete for money and other resources during the years after World War I, Air Corps leaders carved out a military niche based on hightech precision bombing. The Marine Corps focused on amphibious, firstwave assault using sturdy, graceless, and easytoproduce landing craft. Moy's astute analysis makes it clear that studying the processes that shaped the Army Air Corps and Marine Corps is fundamental to our understanding of technology and the military at the beginning of the twentyfirst century.",['Timothy Moy'],http://books.google.com/books/content?id=_iSpCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=_iSpCwAAQBAJ&printsec=frontcover&dq=War+Machines:+Transforming+Technologies+in+the+U.S.+Military,+1920-1940+(Williams-Ford+Texas+A&hl=&cd=1&source=gbs_api",Texas A&M University Press,2016-03-01,https://play.google.com/store/books/details?id=_iSpCwAAQBAJ&source=gbs_api,['History'],
"Asian Americans: Oral Histories of First to Fourth Generation Americans from China, the Philippines, Japan, India, the Pacific Islands, Vietnam and","Since the first three documented Chinese arrived in the U.S. in 1848, more than six million Asians have followed. Their stories provide a fascinating picture of diverse cultural attitudes against a common American backdrop.",['Joann Faung Jean Lee'],http://books.google.com/books/content?id=oHqAQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=oHqAQgAACAAJ&dq=Asian+Americans:+Oral+Histories+of+First+to+Fourth+Generation+Americans+from+China,+the+Philippines,+Japan,+India,+the+Pacific+Islands,+Vietnam+and&hl=&cd=1&source=gbs_api",McFarland & Company Incorporated Pub,1991,"http://books.google.com/books?id=oHqAQgAACAAJ&dq=Asian+Americans:+Oral+Histories+of+First+to+Fourth+Generation+Americans+from+China,+the+Philippines,+Japan,+India,+the+Pacific+Islands,+Vietnam+and&hl=&source=gbs_api",['History'],
Raising the Hunley: The Remarkable History and Recovery of the Lost Confederate Submarine,"The history of the Confederate submarine H. L. Hunley is as astonishing as its disappearance. On February 17, 1864, after a legendary encounter with a Union battleship, the iron “fish boat” vanished without a trace somewhere off the coast of South Carolina. For more than a century the fate of the Hunley remained one of the great unsolved mysteries of the Civil War. Then, on August 8, 2000, with thousands of spectators crowding Charleston Harbor, the Hunley was raised from the bottom of the sea and towed ashore. Now, award-winning journalists Brian Hicks and Schuyler Kropf offer new insights into the Hunley’s final hours and recount the amazing true story of its rescue. The brainchild of wealthy New Orleans planter and lawyer Horace Lawson Hunley, the Hunley inspired tremendous hopes of breaking the Union’s naval blockade of Charleston, only to drown two crews on disastrous test runs. But on the night of February 17, 1864, the Hunley finally made good on its promise. Under the command of the heroic Lieutenant George E. Dixon, the sub rammed a spar torpedo into the Union sloop Housatonic and sank the ship within minutes, accomplishing a feat of stealth technology that would not be repeated for half a century. And then, shortly after its stunning success, the Hunley vanished. This book is an extraordinary true story peopled with a fascinating cast of characters, including Horace Hunley himself, the Union officers and crew who went down with the Housatonic, P. T. Barnum, who offered $100,000 for its recovery, and novelist Clive Cussler, who spearheaded the mission that finally succeeded in finding the Hunley. The drama of salvaging the sub is only the prelude to a page-turning account of how scientists unsealed this archaeological treasure chest and discovered the inner-workings of a submarine more technologically advanced than anyone expected, as well as numerous, priceless artifacts. Hicks and Kropf have crafted a spellbinding adventure story that spans over a century of American history. Dramatically told, filled with historical details and contemporary color, illustrated with breathtaking original photographs, Raising the Hunley is one of the most fascinating Civil War books to appear in years.","['Brian Hicks', 'Schuyler Kropf']",http://books.google.com/books/content?id=y1Bv8aoZ4qMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=y1Bv8aoZ4qMC&printsec=frontcover&dq=Raising+the+Hunley:+The+Remarkable+History+and+Recovery+of+the+Lost+Confederate+Submarine&hl=&cd=1&source=gbs_api,Presidio Press,2007-12-18,https://play.google.com/store/books/details?id=y1Bv8aoZ4qMC&source=gbs_api,['History'],1.0
British Redcoat 1740-93 (Warrior),"During this period, the British army earned itself a formidable reputation as a fighting force. However, due to its role as a police force at home, and demonisation by American propaganda, the army was viewed as little removed from a penal institution run by aristocratic dilettantes. This view, still held by many today, is challenged by Stuart Reid, who paints a picture of an increasingly professional force. This was an important time of change and improvement for the British Army, and British Redcoat 1740-1793 fully brings this out in its comprehensive examination of the lives, conditions and experiences of the late 18th-century infantryman.",['Stuart Reid'],http://books.google.com/books/content?id=roXvCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=roXvCwAAQBAJ&printsec=frontcover&dq=British+Redcoat+1740-93+(Warrior)&hl=&cd=1&source=gbs_api,Bloomsbury Publishing,2012-04-20,https://play.google.com/store/books/details?id=roXvCwAAQBAJ&source=gbs_api,['History'],
Gimme Some Truth: The John Lennon FBI Files,"When FBI Director J. Edgar Hoover reported to the Nixon White House in 1972 about the Bureau's surveillance of John Lennon, he began by explaining that Lennon was a ""former member of the Beatles singing group."" When a copy of this letter arrived in response to Jon Wiener's 1981 Freedom of Information request, the entire text was withheld—along with almost 200 other pages—on the grounds that releasing it would endanger national security. This book tells the story of the author's remarkable fourteen-year court battle to win release of the Lennon files under the Freedom of Information Act in a case that went all the way to the Supreme Court. With the publication of Gimme Some Truth, 100 key pages of the Lennon FBI file are available—complete and unexpurgated, fully annotated and presented in a ""before and after"" format. Lennon's file was compiled in 1972, when the war in Vietnam was at its peak, when Nixon was facing reelection, and when the ""clever Beatle"" was living in New York and joining up with the New Left and the anti-war movement. The Nixon administration's efforts to ""neutralize"" Lennon are the subject of Lennon's file. The documents are reproduced in facsimile so that readers can see all the classification stamps, marginal notes, blacked out passages and—in some cases—the initials of J. Edgar Hoover. The file includes lengthy reports by confidential informants detailing the daily lives of anti-war activists, memos to the White House, transcripts of TV shows on which Lennon appeared, and a proposal that Lennon be arrested by local police on drug charges. Fascinating, engrossing, at points hilarious and absurd, Gimme Some Truth documents an era when rock music seemed to have real political force and when youth culture challenged the status quo in Washington. It also delineates the ways the Reagan, Bush, and Clinton administrations fought to preserve government secrecy, and highlights the legal strategies adopted by those who have challenged it.",['Jon Wiener'],http://books.google.com/books/content?id=FPPj3e_cQIcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=FPPj3e_cQIcC&printsec=frontcover&dq=Gimme+Some+Truth:+The+John+Lennon+FBI+Files&hl=&cd=1&source=gbs_api,Univ of California Press,2000-01-21,https://play.google.com/store/books/details?id=FPPj3e_cQIcC&source=gbs_api,['History'],2.0
"The Moldovans: Romania, Russia, and the Politics of Culture (Studies of Nationalities)","The first English-language book to present a complete picture of this intriguing East European borderland, The Moldovans: Romania, Russia, and the Politics of Culture, illuminates the perennial problems of identity politics and cultural change that the country has endured.",['Charles King'],http://books.google.com/books/content?id=IVV9pZKrP2sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=IVV9pZKrP2sC&printsec=frontcover&dq=The+Moldovans:+Romania,+Russia,+and+the+Politics+of+Culture+(Studies+of+Nationalities)&hl=&cd=1&source=gbs_api",Hoover Press,2013-09-01,https://play.google.com/store/books/details?id=IVV9pZKrP2sC&source=gbs_api,['History'],
"The Soviet Experiment: Russia, The USSR, and the Successor States","Focusing on the eras of Lenin, Stalin, Gorbachev, and Yeltsin, a multi-layered account of the rise and fall of the Soviet Union chronicles and analyzes the Soviet experiment from the tsar to the first president of the Russian republic. UP.",['Ronald Grigor Suny'],http://books.google.com/books/content?id=D19zQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=D19zQAAACAAJ&dq=The+Soviet+Experiment:+Russia,+The+USSR,+and+the+Successor+States&hl=&cd=1&source=gbs_api","Oxford University Press, USA",2011,"http://books.google.com/books?id=D19zQAAACAAJ&dq=The+Soviet+Experiment:+Russia,+The+USSR,+and+the+Successor+States&hl=&source=gbs_api",['History'],2.0
"An Account of the Antiquities of the Indians: A New Edition, with an Introductory Study, Notes, and Appendices by Jos&eacute; Juan Arrom (Chronicles of the New World Encounter)","DIVThe first book written in the Americas in a European language, giving Pane’s fifteenth-century account of the native inhabitants he encountered during the Spanish conquest of the Antilles./div","['Fray Ramon Pané', 'José Juan Arrom']",http://books.google.com/books/content?id=ylpahoEeajkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=ylpahoEeajkC&printsec=frontcover&dq=An+Account+of+the+Antiquities+of+the+Indians:+A+New+Edition,+with+an+Introductory+Study,+Notes,+and+Appendices+by+Jos&hl=&cd=1&source=gbs_api",Duke University Press,1999-11-15,"http://books.google.nl/books?id=ylpahoEeajkC&dq=An+Account+of+the+Antiquities+of+the+Indians:+A+New+Edition,+with+an+Introductory+Study,+Notes,+and+Appendices+by+Jos&hl=&source=gbs_api",['History'],
The Orillia Spirit: An illustrated history of Orillia,"2017 Orillia Museum of Art & History Award, Historical Publications and/or Research — Winner The history of Orillia, told through the stories of its people, bringing to life the community’s heritage and significance. The Orillia Spirit: Muddling through Canada’s first, and hilarious, experiment with daylight savings time, Mayor “Daylight Bill” Frost had it. Creating his own money and dreaming a drainage ditch would become a tourist attraction, Mayor Ben Johnson had it. Taking his town’s electric company by force, Mayor J.B. Tudhope had it. Inventing early forms of medicare and the first RVs, dreaming of universities and folk festivals, battling for decades over liquor and rinks, ordinary people had it. Something about the place immortalized in Stephen Leacock’s classic Sunshine Sketches of a Little Town has always inspired its people to reach for their dreams. Turn-of-the-twentieth-century leaders coined the phrase “the Orillia Spirit” to describe their drive to make the town a social, moral, and economic leader of Canada. The results have been comic, tragic, and heroic, as shown in this colourful history of Orillia.",['Randy Richmond'],http://books.google.com/books/content?id=bo1ODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=bo1ODQAAQBAJ&printsec=frontcover&dq=The+Orillia+Spirit:+An+illustrated+history+of+Orillia&hl=&cd=1&source=gbs_api,Dundurn,2017-07-08,https://play.google.com/store/books/details?id=bo1ODQAAQBAJ&source=gbs_api,['History'],
A Plague of Sheep: Environmental Consequences of the Conquest of Mexico (Studies in Environment and History),"Taking as a case study the sixteenth-century history of a region of highland central Mexico, this book is about the biological conquest of the New World.",['Elinor G. K. Melville'],http://books.google.com/books/content?id=kEvQLSDmv_wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=kEvQLSDmv_wC&printsec=frontcover&dq=A+Plague+of+Sheep:+Environmental+Consequences+of+the+Conquest+of+Mexico+(Studies+in+Environment+and+History)&hl=&cd=1&source=gbs_api,Cambridge University Press,1997-07-13,http://books.google.com/books?id=kEvQLSDmv_wC&dq=A+Plague+of+Sheep:+Environmental+Consequences+of+the+Conquest+of+Mexico+(Studies+in+Environment+and+History)&hl=&source=gbs_api,['History'],
