Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,image_path,main_category,label
Coffeehouse Theology: Where Real Questions Meet Honest Answers,"""Coffeehouse Theology"" gives honest answers to questions people really ask and focuses on issues readers may be afraid to raise for fear of appearing to be doubters or ""baby Christians"". Thomas deals with the basic issues of the Christian faith honestly and authentically.",['Jim Thomas'],http://books.google.com/books/content?id=h0h2puEbETIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=h0h2puEbETIC&q=Coffeehouse+Theology:+Where+Real+Questions+Meet+Honest+Answers&dq=Coffeehouse+Theology:+Where+Real+Questions+Meet+Honest+Answers&hl=&cd=1&source=gbs_api,Harvest House Pub,2000,http://books.google.com/books?id=h0h2puEbETIC&dq=Coffeehouse+Theology:+Where+Real+Questions+Meet+Honest+Answers&hl=&source=gbs_api,['Religion'],,book_covers/442_Coffeehouse_Theology__Where_Real_Questions_Meet_Honest_Answers.jpg,Religion,2
"Mind Control, Oswald & JFK: Were We Controlled? (Mind Control/Conspiracy S.)","Mission in Life Part II: The Journey to Find My Dream, is a dramatic trial of winning souls for the Lord. Saving power, being born again, and life threatening situations claims many factors of this book. Being lost, stranded, and left alone only to find a friend called Jesus. Tells many miracles and blessings in part II. This book doesn't just tell a story, it teaches lessons. In this continuation of healing processes the author also explains how she overcame her deadly sickness. This story is another message of inspiration to all in the shoes of darkness, and fearsome lives.",['Jerry Leonard'],http://books.google.com/books/content?id=rgzYwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=rgzYwAEACAAJ&dq=Mind+Control,+Oswald&hl=&cd=1&source=gbs_api",,2002-10,"http://books.google.com/books?id=rgzYwAEACAAJ&dq=Mind+Control,+Oswald&hl=&source=gbs_api",['History'],,book_covers/936_Mind_Control__Oswald___JFK__Were_We_Controlled___Mind_Control_Conspiracy_S__.jpg,History,1
Angels : The Mysterious Messengers,"Essays discuss how endorphins may create angelic visions, the role of angels in the afterlife, the power of prayer, angels as inspirers of art, and encounters with angels",['Rex Hauck'],http://books.google.com/books/content?id=NqUwfJDfGQIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=NqUwfJDfGQIC&dq=Angels+:+The+Mysterious+Messengers&hl=&cd=1&source=gbs_api,Ballantine Books,1994,http://books.google.com/books?id=NqUwfJDfGQIC&dq=Angels+:+The+Mysterious+Messengers&hl=&source=gbs_api,['Religion'],,book_covers/614_Angels___The_Mysterious_Messengers.jpg,Religion,2
"Kinkeeper (New Women's Voices Series, No. 18)","A history of independent African American settlements in Texas during the Jim Crow era, featuring historical and contemporary photographs. In the decades following the Civil War, nearly a quarter of African Americans achieved a remarkable victory—they got their own land. While other ex-slaves and many poor whites became trapped in the exploitative sharecropping system, these independence-seeking individuals settled on pockets of unclaimed land that had been deemed too poor for farming and turned them into successful family farms. In these self-sufficient rural communities, often known as “freedom colonies,” African Americans created a refuge from the discrimination and violence that routinely limited the opportunities of blacks in the Jim Crow South. Freedom Colonies is the first book to tell the story of these independent African American settlements. Thad Sitton and James Conrad focus on communities in Texas, where blacks achieved a higher percentage of land ownership than in any other state of the Deep South. The authors draw on a vast reservoir of ex-slave narratives, oral histories, written memoirs, and public records to describe how the freedom colonies formed and to recreate the lifeways of African Americans who made their living by farming or in skilled trades such as milling and blacksmithing. They also uncover the forces that led to the decline of the communities from the 1930s onward, including economic hard times and the greed of whites who found legal and illegal means of taking black-owned land. And they visit some of the remaining communities to discover how their independent way of life endures into the twenty-first century. “Thad Sitton and James H. Conrad have made an important contribution to African American and southern history with their study of communities fashioned by freedmen in the years after emancipation.” —Journal of American History “This study is a thoughtful and important addition to an understanding of rural Texas and the nature of black settlements.” —Journal of Southern History","['Thad Sitton', 'James H. Conrad']",http://books.google.com/books/content?id=dwZRgD59oxsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=dwZRgD59oxsC&printsec=frontcover&dq=Kinkeeper+(New+Women%27s+Voices+Series,+No.+18)&hl=&cd=1&source=gbs_api",University of Texas Press,2010-01-01,https://play.google.com/store/books/details?id=dwZRgD59oxsC&source=gbs_api,['History'],,book_covers/932_Kinkeeper__New_Women_s_Voices_Series__No__18_.jpg,History,1
Impostress,"From New York Times bestselling author Lisa Jackson comes a powerful medieval romance in which a secret betrayal ignites unbridled passion between a lord and his lady... Kiera of Lawenydd couldn’t believe what she’d done. Owing her sister a favor, Kiera promised to pose as Elyn on her wedding day. The ruse was to last just one night, but the following morning Elyn was nowhere to be found! Surely Kiera wouldn’t have to spend the rest of her wedded life to the baron picked out for her sister, a man to whom she could never admit the depths of her deception—even as her desire for him grew impossible to resist. It was obvious to Lord Kelan of Penbrooke that something was amiss with his new bride. But despite his misgivings, he couldn’t deny that he was falling in love with the dark-haired beauty. Until he uncovered exactly what she was up to, Kelan would keep the mysterious woman by his side—all the while keeping the fierce stirrings of his heart a well-guarded secret...",['Lisa Jackson'],http://books.google.com/books/content?id=jdPA8nqoA9EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=jdPA8nqoA9EC&printsec=frontcover&dq=Impostress&hl=&cd=1&source=gbs_api,Penguin,2003-04-01,https://play.google.com/store/books/details?id=jdPA8nqoA9EC&source=gbs_api,['Fiction'],,book_covers/42_Impostress.jpg,Fiction,0
Partisans,"From one of the South′s foremost historians, this is the dramatic story of the conflict in South Carolina that was one of the most pivotal contributions to the American Revolution. In 1779, Britain strategised a war to finally subdue the rebellious American colonies with a minimum of additional time, effort, and blood. Setting sail from New York harbour with 8,500 ground troops, a powerful British fleet swung south towards South Carolina. One year later, Charleston fell. And as King George′s forces pushed inland and upward, it appeared the six-year-old colonial rebellion was doomed to defeat. In a stunning work on forgotten history, acclaimed historian Walter Edgar takes the American Revolution far beyond Lexington and Concord to re-create the pivotal months in a nation′s savage struggle for freedom. It is a story of military brilliance and devastating human blunders - and the courage of an impossibly outnumbered force of demoralised patriots who suffered terribly at the hands of a merciless enemy, yet slowly gained confidence through a series of small triumphs that convinced them their war could be won. Alive with incident and colour.",['Walter B. Edgar'],http://books.google.com/books/content?id=KlQyO2RE0ikC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=KlQyO2RE0ikC&printsec=frontcover&dq=Partisans&hl=&cd=1&source=gbs_api,Harper Collins,2003-01-07,http://books.google.com/books?id=KlQyO2RE0ikC&dq=Partisans&hl=&source=gbs_api,['History'],3.0,book_covers/908_Partisans.jpg,History,1
Studies in Isaiah,"The Knowing the Bible series is a new resource designed to help Bible readers better understand and apply God’s Word. Each 12-week study leads participants through one book of the Bible and is made up of four basic components: (1) Reflection questions designed to help readers engage the text at a deeper level; (2) “Gospel Glimpses” highlighting the gospel of grace throughout the book; (3) “Whole-Bible Connections” showing how any given passage connects to the Bible’s overarching story of redemption culminating in Christ; and (4) “Theological Soundings” identifying how historic orthodox doctrines are taught or reinforced throughout Scripture. With contributions from a wide array of influential pastors and church leaders, these gospel-centered studies will help Christians see and cherish the message of God’s grace on each and every page of the Bible. Pastor Drew Hunter helps readers understand and apply the challenging words of the prophet Isaiah in this 12-week study. Isaiah’s prophecy, which alternates between promises of judgment and restoration, reminds God’s people of the magnitude of humanity’s sin, the judgment that we all deserve, and how God displays his glory by saving sinners. Throughout the study, Hunter continually shows how Isaiah’s promise of cosmic renewal ultimately anticipates the work of Jesus Christ, the servant-king whose death would result in new life for all who trust in him.",['Drew Hunter'],http://books.google.com/books/content?id=4EdfZe2A9lgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=4EdfZe2A9lgC&printsec=frontcover&dq=Studies+in+Isaiah&hl=&cd=1&source=gbs_api,Crossway,2013-04-30,https://play.google.com/store/books/details?id=4EdfZe2A9lgC&source=gbs_api,['Religion'],,book_covers/478_Studies_in_Isaiah.jpg,Religion,2
Santa Steps Out,"Santa Claus has always portrayed one jolly image to the world. But what long forgotten, unholy urges are awakening in Santa's mind? Who was he before, and what will he become now? What is driving him into the evil clutches of a certain fairy? Will Christmas survive?",['Robert Devereaux'],http://books.google.com/books/content?id=WoppAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=WoppAAAAMAAJ&q=Santa+Steps+Out&dq=Santa+Steps+Out&hl=&cd=1&source=gbs_api,Leisure Books,2000,http://books.google.com/books?id=WoppAAAAMAAJ&dq=Santa+Steps+Out&hl=&source=gbs_api,['Fiction'],11.0,book_covers/238_Santa_Steps_Out.jpg,Fiction,0
Dying To Play (Signature Spotlight),"IN SEARCH OF HER PAST Stumbling upon a beautiful woman with no memory of her past and a tan too fresh to make her an Indiana native, ex-cop Travis ""Mac"" MacBeth quickly learned a significant fact about the woman he'd dubbed Grace: she'd recently had a baby. As Grace clung desperately to the hope that her child was safe, Mac uncovered a vital clue that propelled them on a cross-country road trip. Before long, between their forced proximity and the danger of an unknown assailant hot on their trail, Mac was drawn to this stranger as he'd been to no other. And although Grace might never remember her past, would she let Mac help her enjoy her future?",['Alice Sharpe'],http://books.google.com/books/content?id=kNFCrZBUZ4gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=kNFCrZBUZ4gC&pg=PT4&dq=Dying+To+Play+(Signature+Spotlight)&hl=&cd=1&source=gbs_api,Harlequin,2012-02-15,https://play.google.com/store/books/details?id=kNFCrZBUZ4gC&source=gbs_api,['Fiction'],,book_covers/142_Dying_To_Play__Signature_Spotlight_.jpg,Fiction,0
His Majesty's highwayman,"As the tumbrel clatters down the streets of 18th-century London to the gallows at Tyburn, Tom Savage abandons all hope. His resemblance to the famous highwayman Harry Twekes is going to cost him his life. It might have been the better bargain, Tom realizes shortly, when after a spectacular rescue cued by the loveliest girl he ever saw, he finds himself confronted by Harry's gang, who are furious upon learning that the man they saved is not their leader. Once again the girl, Molly Evans, is instrumental in his escape from this new danger. To save his own life, and in an attempt to capture the real Harry, Tom Savage impersonates the highwayman, and his exploits meet with great success. Through a nobleman, a friend of Molly's, Tom is commissioned to carry out a secret mission for William Pitt. Can Tom accomplish the mission--and out-fight the real Harry Tewkes to establish his innocence?",['Donald Barr Chidsey'],http://books.google.com/books/content?id=MPYbzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=MPYbzAEACAAJ&dq=His+Majesty%27s+highwayman&hl=&cd=1&source=gbs_api,,2019-10-10,http://books.google.com/books?id=MPYbzAEACAAJ&dq=His+Majesty%27s+highwayman&hl=&source=gbs_api,['Fiction'],,book_covers/147_His_Majesty_s_highwayman.jpg,Fiction,0
Corrie ten Boom's Prison Letters,"In 1944, Corrie ten Boom and her family hid Dutch Jews from the Nazi regime. As a result, Corrie and her family were captured and imprisoned. This collection of deeply moving letters represents the only tie between Corrie, her loved ones, and the outside world.",['Corrie ten Boom'],http://books.google.com/books/content?id=BT3GCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BT3GCgAAQBAJ&printsec=frontcover&dq=Corrie+ten+Boom%27s+Prison+Letters&hl=&cd=1&source=gbs_api,CLC Publications,2015-10-06,https://play.google.com/store/books/details?id=BT3GCgAAQBAJ&source=gbs_api,['Religion'],,book_covers/603_Corrie_ten_Boom_s_Prison_Letters.jpg,Religion,2
Boys Like Her: Transfictions,"Boys like her us an adrenaline-rush road movie of young queer life and gender transformation. First stop, the Canada-U.S. border, four young queers in a borrowed car pulled over, notebooks, make-up, clothes and violin flung out on the concrete. The car is checked for drugs, contraband, fruit - and declared clean. The four in a borrowed car are smuggling dangerous goods. But what they're smuggling can't be sniffed out, pawed through, or seized. They're smuggling stories, poetry, scripts; words they've sold in performance on-stage. Felons, all of them, they've memorized their act and now are speeding away from the border, smiling, self-satisfied and definitely up to no good. Join Anna, Ivan, Zoe and Lyndell as they evade customs, tell their stories, forget underwear, break hearts and come clean. Surrender yourself to the brash fun of Zoe's Amsterdam ""sideshow"", to the darling day when Ivan first sheds her bikini top, to the fearless audacity of Anna's superhero adventure, and the soulfol guiding spirit of Lyndell's violin, Experience the world and truth of Taste This, where stories have no hard and fast boundaries, where gender and genre are malleable and where transgression is often the way to the most delightful transformations.","['Taste This (Performance group)', 'Ivan Coyote', 'Anna Camilleri']",http://books.google.com/books/content?id=QHkfAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=QHkfAQAAIAAJ&q=Boys+Like+Her:+Transfictions&dq=Boys+Like+Her:+Transfictions&hl=&cd=1&source=gbs_api,Press Gang Pub,1998,http://books.google.com/books?id=QHkfAQAAIAAJ&dq=Boys+Like+Her:+Transfictions&hl=&source=gbs_api,['Fiction'],1.0,book_covers/80_Boys_Like_Her__Transfictions.jpg,Fiction,0
"The Devil in Silicon Valley: Northern California, Race, and Mexican Americans","This sweeping history explores the growing Latino presence in the United States over the past two hundred years. It also debunks common myths about Silicon Valley, one of the world's most influential but least-understood places. Far more than any label of the moment, the devil of racism has long been Silicon Valley's defining force, and Stephen Pitti argues that ethnic Mexicans--rather than computer programmers--should take center stage in any contemporary discussion of the ""new West."" Pitti weaves together the experiences of disparate residents--early Spanish-Mexican settlers, Gold Rush miners, farmworkers transplanted from Texas, Chicano movement activists, and late-twentieth-century musicians--to offer a broad reevaluation of the American West. Based on dozens of oral histories as well as unprecedented archival research, The Devil in Silicon Valley shows how San José, Santa Clara, and other northern California locales played a critical role in the ongoing development of Latino politics. This is a transnational history. In addition to considering the past efforts of immigrant and U.S.-born miners, fruit cannery workers, and janitors at high-tech firms--many of whom retained strong ties to Mexico--Pitti describes the work of such well-known Valley residents as César Chavez. He also chronicles the violent opposition ethnic Mexicans have faced in Santa Clara Valley. In the process, he reinterprets not only California history but the Latino political tradition and the story of American labor. This book follows California race relations from the Franciscan missions to the Gold Rush, from the New Almaden mine standoff to the Apple janitorial strike. As the first sustained account of Northern California's Mexican American history, it challenges conventional thinking and tells a fascinating story. Bringing the past to bear on the present, The Devil in Silicon Valley is counter-history at its best.",['Stephen J. Pitti'],http://books.google.com/books/content?id=Ug5dDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=Ug5dDwAAQBAJ&printsec=frontcover&dq=The+Devil+in+Silicon+Valley:+Northern+California,+Race,+and+Mexican+Americans&hl=&cd=1&source=gbs_api",Princeton University Press,2018-06-05,https://play.google.com/store/books/details?id=Ug5dDwAAQBAJ&source=gbs_api,['History'],,book_covers/991_The_Devil_in_Silicon_Valley__Northern_California__Race__and_Mexican_Americans.jpg,History,1
"Plough, Sword and Book: The Structure of Human History",Elucidates and argues for the author's concept of human history from the past to the present,['Ernest Gellner'],http://books.google.com/books/content?id=WwduQjFiB7kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=WwduQjFiB7kC&printsec=frontcover&dq=Plough,+Sword+and+Book:+The+Structure+of+Human+History&hl=&cd=1&source=gbs_api",University of Chicago Press,1989,"http://books.google.com/books?id=WwduQjFiB7kC&dq=Plough,+Sword+and+Book:+The+Structure+of+Human+History&hl=&source=gbs_api",['History'],,book_covers/894_Plough__Sword_and_Book__The_Structure_of_Human_History.jpg,History,1
Father Goriot,"Old Goriot or Father Goriot is an 1835 novel by French novelist and playwright Honore de Balzac (1799–1850), included in the Scenes de la vie Parisienne section of his novel sequence La Comedie humaine. Set in Paris in 1819, it follows the intertwined lives of three characters: the elderly doting Goriot; a mysterious criminal-in-hiding named Vautrin; and a naive law student named Eugene de Rastignac.Originally published in serial form during the winter of 1834/35, Le Pere Goriot is widely considered Balzac's most important novel. It marks the first serious use by the author of characters who had appeared in other books, a technique that distinguishes Balzac's fiction. The novel is also noted as an example of his realist style, using minute details to create character and subtext.The novel takes place during the Bourbon Restoration, which brought profound changes to French society; the struggle by individuals to secure a higher social status is a major theme in the book. The city of Paris also impresses itself on the characters – especially young Rastignac, who grew up in the provinces of southern France. Balzac analyzes, through Goriot and others, the nature of family and marriage, providing a pessimistic view of these institutions.The novel was released to mixed reviews. Some critics praised the author for his complex characters and attention to detail; others condemned him for his many depictions of corruption and greed. A favorite of Balzac's, the book quickly won widespread popularity and has often been adapted for film and the stage. It gave rise to the French expression ""Rastignac"", a social climber willing to use any means to better his situation.",['Honoré de Balzac'],http://books.google.com/books/content?id=T3lTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=T3lTEAAAQBAJ&printsec=frontcover&dq=Father+Goriot&hl=&cd=1&source=gbs_api,BEYOND BOOKS HUB,2021-01-01,https://play.google.com/store/books/details?id=T3lTEAAAQBAJ&source=gbs_api,['Fiction'],,book_covers/81_Father_Goriot.jpg,Fiction,0
Dangerous Lady,"In gangland London, Maura Ryan is queen... Martina Cole's extraordinary first novel DANGEROUS LADY introduced a totally original genre of thriller, paving the way for her multiple No. 1 bestsellers, including BETRAYAL and GET EVEN. 'Right from the start [Cole] has enjoyed unqualified approval for her distinctive and powerfully written fiction' [The Times] No one thinks a seventeen-year-old girl can take on the hard men of London's gangland, but it's a mistake to underestimate Maura Ryan: she's tough, clever and beautiful - which makes her one very dangerous lady. Together, she and her brother Michael are unbeatable but notoriety has its price. The police are determined to put Maura away once and for all - and not everyone in the family think that's such a bad idea. When it comes to the crunch, Maura has to face the pain of lost love in her past - and the dangerous lady discovers her heart is not made entirely of stone. Once you're hooked on Maura Ryan, be sure to read MAURA'S GAME, the second book from 'the undisputed queen of crime writing' (Guardian).",['Martina Cole'],http://books.google.com/books/content?id=wjY4AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=wjY4AgAAQBAJ&printsec=frontcover&dq=Dangerous+Lady&hl=&cd=1&source=gbs_api,Headline,2008-09-04,https://play.google.com/store/books/details?id=wjY4AgAAQBAJ&source=gbs_api,['Fiction'],3.0,book_covers/228_Dangerous_Lady.jpg,Fiction,0
Of the Flesh: Dangerous New Fiction,"Fiction. Erotica. Is sex dangerous? These 20 stories answer this question in many ways: from the use of sex as a weapon to the use of weapons in sex; the human body can be dangerous; thinking about sex can be dangerous; love and the ways of the heart can be dangerous. Following your own desire can be dangerous... OF THE FLESH: DANGEROUS NEW FICTION includes the authors Lawrence Ytzhak Braithwaite, Cara Bruce, Hertzan Chimera, M. Christian, Wayne Courtois, doll yoko, Jamie Joy Gatto, Beth Greenwood, Debra Hyde, Francisco Ibanez-Carrasco, Susannah Indigo, Maxim Jakubowski, Sean Meriwether, Marshall Moore, Ian Philips, Carol Queen, Thomas S. Roche, Simon Sheppard, horehound stillpoint, and Emanuel Xavier.",['Greg Wharton'],http://books.google.com/books/content?id=DdEnAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=DdEnAAAACAAJ&dq=Of+the+Flesh:+Dangerous+New+Fiction&hl=&cd=1&source=gbs_api,,2001-01-01,http://books.google.com/books?id=DdEnAAAACAAJ&dq=Of+the+Flesh:+Dangerous+New+Fiction&hl=&source=gbs_api,['Fiction'],,book_covers/6_Of_the_Flesh__Dangerous_New_Fiction.jpg,Fiction,0
A Seahorse Year: A Novel,"A San Francisco family copes with a teenage son’s mental illness in “a wonderful book, with characters that bounce off the page” (Elizabeth Strout). Named a Best Book of the Year by Newsday and the San Francisco Chronicle In this “profound, heart-wrenching, and resonant” Lambda Award–winning novel, a quintessentially modern family is transformed by the mental breakdown of their adolescent son (Francisco Goldman). When Christopher disappears from his San Francisco home, his extended family comes together in a frantic search. But the sixteen-year-old is in much more trouble than they know, and their attempts to both support and save him will challenge their assumptions about themselves and one another. In “unflinching prose that’s both descriptive and soulful,” Stacey D’Erasmo explores the ways in which love moves us to actions that have both redemptive and disastrous consequences—sometimes in the same heartbeat (Time Out New York). “Open A Seahorse Year and be mesmerized,” raved the Advocate of this exquisitely crafted novel that is “both deeply satisfying and quietly subversive” (The New York Times Book Review). A winner of the Ferro-Grumley Award for Fiction and other honors, A Seahorse Year is “a stunning achievement” (Suzan Sherman). “[D’Erasmo] writes with a graceful, sometimes devastating directness, in clear, crisp phrases lined with subtle lyricism.” —The Boston Globe “Alternating perspectives and controlled, nuanced writing bring depth and compassion to each character . . . [and] make D’Erasmo an author to watch.” —Library Journal “After turning a page or two of A Seahorse Year you’ll know you’re into something special.” —Out magazine","[""Stacey D'Erasmo""]",http://books.google.com/books/content?id=Uy1b1C4kb2EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Uy1b1C4kb2EC&printsec=frontcover&dq=A+Seahorse+Year:+A+Novel&hl=&cd=1&source=gbs_api,HMH,2005-10-13,https://play.google.com/store/books/details?id=Uy1b1C4kb2EC&source=gbs_api,['Fiction'],1.0,book_covers/276_A_Seahorse_Year__A_Novel.jpg,Fiction,0
Instant Christmas Pageant: The Not So Silent Night,"Make your Christmas program easy with this flexible, fully prepared pageant that lets kids of any size cast simply pantomime parts. A CD provides all voices, music, sound effects, and publicity helps! Patterns for simple costuming are also included. Scripts may be reproduced for the ease of student use. Follow three young shepherds who joyfully shout God's praises after visiting the baby Jesus. How were they to know they were ""disturbing the peace""? You'll join them in a Bethlehem courtroom for a hilarious trial and a surprising verdict!","[""Group Children's Ministry Resources"", 'Group Publishing']",http://books.google.com/books/content?id=ecufjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ecufjwEACAAJ&dq=Instant+Christmas+Pageant:+The+Not+So+Silent+Night&hl=&cd=1&source=gbs_api,Instant Christmas Pageant,2015-07-21,http://books.google.com/books?id=ecufjwEACAAJ&dq=Instant+Christmas+Pageant:+The+Not+So+Silent+Night&hl=&source=gbs_api,['Religion'],,book_covers/373_Instant_Christmas_Pageant__The_Not_So_Silent_Night.jpg,Religion,2
Collapse at Meuse-Argonne: The Failure of the Missouri-Kansas Division,"During World War I, the Thirty-fifth Division was made up of National Guard units from Missouri and Kansas. Composed of thousands of men from the two states, the Missouri-Kansas Division entered the great battle of the Meuse-Argonne with no battle experience and only a small amount of training, a few weeks of garrisoning in a quiet sector in Alsace. The division fell apart in five days, and the question Robert Ferrell attempts to answer is why. The Thirty-fifth Division was based at Camp Doniphan on the Fort Sill reservation in Oklahoma and was trained essentially for stationary, or trench, warfare. In March 1918, the German army launched a series of offensives that nearly turned the tide on the Western Front. The tactics were those of open warfare, quick penetrations by massive forces, backed by heavy artillery and machine guns. The American Expeditionary Forces (AEF) commanded by Gen. John J. Pershing were unprepared for this change in tactics. When the Thirty-fifth Division was placed in the opening attack in the Meuse-Argonne on September 26, 1918, it quickly fell. In addition to the Thirty-fifth Division’s lack of experience, its problems were compounded by the necessary confusions of turning National Guard units into a modern assemblage of men and machines. Although the U.S. Army utilized observers during the initial years of World War I, their dispatches had piled up in the War College offices in Washington and, unfortunately, were never studied. The Thirty-fifth Division was also under the command of an incompetent major general and an incompetent artillery brigadier. The result was a debacle in five days, with the division line pushed backward and held only by the 110th Engineer Regiment of twelve hundred men, bolstered by what retreating men could be shoved into the line, some of them at gunpoint. Although three divisions got into trouble at the outset of the Meuse-Argonne, the Thirty-fifth’s failure was the worst. After the collapse, the Red Cross representative of the division, Henry J. Allen, became governor of Kansas and instigated investigations by both houses of Congress. Secretary of War Newton D. Baker testified in an effort to limit the political damage. But the hullabaloo gradually died down, and the whole sad episode passed into the darker corridors of history. By focusing on a single event in history, Collapse at Meuse-Argonne offers a unique glimpse into one of the most critical battles of World War I. Historians, as well as the general reader, will find this new perspective on what really happened to the Thirty-fifth Division fascinating.",['Robert H. Ferrell'],http://books.google.com/books/content?id=ph4pYaZyb0EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ph4pYaZyb0EC&printsec=frontcover&dq=Collapse+at+Meuse-Argonne:+The+Failure+of+the+Missouri-Kansas+Division&hl=&cd=1&source=gbs_api,University of Missouri Press,2004-06-25,https://play.google.com/store/books/details?id=ph4pYaZyb0EC&source=gbs_api,['History'],1.0,book_covers/911_Collapse_at_Meuse-Argonne__The_Failure_of_the_Missouri-Kansas_Division.jpg,History,1
The Book of Tziril: A Family Chronicle,"After the death of her mother, Tziril leaves Russia for America with her family's secret wine-making formula",['Bess Waldman'],http://books.google.com/books/content?id=5YMNAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=5YMNAAAAIAAJ&q=The+Book+of+Tziril:+A+Family+Chronicle&dq=The+Book+of+Tziril:+A+Family+Chronicle&hl=&cd=1&source=gbs_api,,1988,http://books.google.com/books?id=5YMNAAAAIAAJ&dq=The+Book+of+Tziril:+A+Family+Chronicle&hl=&source=gbs_api,['History'],,book_covers/788_The_Book_of_Tziril__A_Family_Chronicle.jpg,History,1
Mortal Remains in Maggody,"Another “great” cozy mystery set in outrageous Maggody, Arkansas, a town so strange that even Hollywood filmmakers can’t believe it’s real (Library Journal). From the Kwik-Stoppe-Shoppe to the Pot O’ Gold Mobile Home Park, there isn’t much glamour in Maggody . . . but this flyspeck Arkansas town is about to become famous. When a Hollywood production company chooses Maggody as a backdrop for an X-rated Ozarks “Romeo and Juliet,” the locals are starstruck. And as Maggody is flooded with washed-up actors, ruthless producers, and a cynical crew, the townsfolk will do anything for a close-up—even if it means resorting to murder. Chief of Police Arly Hanks has no time for Hollywood—she’s got her hands full with a local arsonist—but when one of the actors is found dead in a bathtub, she’s forced to intervene. As the film spins out of control, Arly realizes that the citizens of Maggody will stop at nothing to get their fifteen minutes of fame—even as the town burns down around them. In the spirit of David Mamet’s State and Main, this delightful novel shows that when Hollywood collides with small-town values, the movie industry doesn’t stand a chance. Mortal Remains in Maggody is the 5th book in the Arly Hanks Mysteries, but you may enjoy reading the series in any order.",['Joan Hess'],http://books.google.com/books/content?id=3D8EDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=3D8EDAAAQBAJ&printsec=frontcover&dq=Mortal+Remains+in+Maggody&hl=&cd=1&source=gbs_api,Open Road Media,2016-06-07,https://play.google.com/store/books/details?id=3D8EDAAAQBAJ&source=gbs_api,['Fiction'],,book_covers/192_Mortal_Remains_in_Maggody.jpg,Fiction,0
The CSS Hunley: The Greatest Undersea Adventure of the Civil War,"Drawing on historical documents and riveting eyewitness reports of the Hunley exploits and illustrated with more than 120 photographs, this book uncovers the fascinating drama and pioneering impact surrounding the Confederate submarine.",['Richard Bak'],http://books.google.com/books/content?id=iwUJAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=iwUJAQAAIAAJ&q=The+CSS+Hunley:+The+Greatest+Undersea+Adventure+of+the+Civil+War&dq=The+CSS+Hunley:+The+Greatest+Undersea+Adventure+of+the+Civil+War&hl=&cd=1&source=gbs_api,Cooper Square Pub,2003,http://books.google.com/books?id=iwUJAQAAIAAJ&dq=The+CSS+Hunley:+The+Greatest+Undersea+Adventure+of+the+Civil+War&hl=&source=gbs_api,['History'],,book_covers/971_The_CSS_Hunley__The_Greatest_Undersea_Adventure_of_the_Civil_War.jpg,History,1
